Name,Comment,Rating,
StillSmokin59,"I've been living with chronic pain for over 10 year's due to Fibromyalgia, Degenerative disc disease and a  few  other maladies of old age and I'd been precribed just as many different pharmacuetical medications over that time, including opioids. One year ago December I decided I'd had enough of the pills and their side effects and stopped EVERYTHING, cold turkey. I attribute my success of weaning myself off ALL medication to this strain, OG Kush!!! It's ability to crush pain, stress and depression and not put me in couch-lock is what has saved me from the drugs my doctor's INSISTED would &quot;help me&quot;! So if you're dealing with pain, depression and anxiety, (they tend to go together), I highly recommend you try OG Kush, I don't think you'll be disappointed!",5,og-kush
team-atlantis,"Dense, heavy sticky bud with an earthy smell, and very heavy smoke to hit - it even makes us cough when vaporized. It takes a lot of concentration and finesse to smoke it gently without coughing hard. Other strains are a piece of cake to smoke after this.   Those heavy hits come on slowly - take your time on your first few tries of the OG Kush - you might actually end up even more stoned (versus that sativa mental &quot;high&quot;) than you expected. It really feels like a warm blanket wrapped around you as your muscle tension just melts away.",5,og-kush
MisterMeeseeks,You can't hate on OG Kush.  A strong earthy and piney aroma with dark dense nugs.  A must try!,4,og-kush
jeffbluntmaster,I was surprised by this strain. When I got it from my local dispensary it was the last of what they had so it was very &quot;shaky&quot;. I wasn't even expecting much from this strain but boy was I wrong. I tapped out half way through the L and put it down because I was sky mother fucking high!!! Flying through the trees it's Jeff Blunt Master! But on a serious note it made me feel completely out of my body. An obvious 5 star from JBM!,5,og-kush
Stefan0158," OG Kush is a very relaxing, lifting u up, making you more sociable.but still bieng relaxed",5,og-kush
spacejunkOG,"&quot;Sativa-like effects&quot;. . . . . not in most OG's.  And let's be honest you really have no clue what kind of genetics of the new OG (_insert cool name_) Kush you just bought, especially if you're here in Cali where the Kush craze is literally a joke at this point.  OG Kush may as well just be a synonym for good weed, like Chronic or Skunk, other strains that just became synonymous with &quot;good weed&quot; via rap and media.  OG Kush is essentially a strain with hundreds of different phenotypes and sub-crosses that all act a bit differently.  (Tahoe OG,Alien OG,Yoda OG,SFV OG,Ferrari OG,Bentley OG,Fire OG,Cherry OG, and on and on and on) And the only people who really know the genetics are the people who have been holding mother plants since the early 90's.  OG's are constantly falsely labeled, because they all smell so similar and people can get away with mis-labeling strains or just plain making names up.  For me?  They put my ass to sleep.  Pretty much all of them, unless they're crossed with a proper Sativa.  But it's great potent weed when you need something to put you to sleep. I don't know how people smoke kush all day.",4,og-kush
Nikond300,My No.1 strain for nighttime relief from MS!  Kicks me in the pants and sends my off for a great nights sleep!,5,og-kush
skyway88d,"OG Kush is a knockout strain.  It is very psychedelic and trippy as compared to the intense space highs of other strains.  It never got to the point of being overwhelmed, though three hits was enough.",5,og-kush
cucumber,"Pretty good strain. Great flavor/smell profile, and a really enjoyable, strong high. Started off incredibly talkative and interested in conversation, and mellowed out to a moderate-to-high state of mind wandering and body heaviness, a little on the sleepy side as well.  The more uplifted phase had a lot of giggles, and the sleepy phase had some intense drymouth and munchies.",3,og-kush
Anonymous,"Dave from top grade medical in Oregon delivered a 1/4 of some impressive organic OG. Tight dense sparkly bling bling buds. Burned real smooth and clean. My order was heavy and I was happy. Grabbed me by the gills as I had multiple laugh attacks. Pine undertones with a hash accent. Found myself holding my pipe and lighter, for I don't know how long,  after about 4 hits. Glad I got it from topgrademedical because they lab test. Was a bit skeptical about signing up but stoked that they proved what they boast.",5,og-kush
Sarahjustinejacobs,"Gifted a a few small buds and use for pain relief. Quick results. Took my pain level from 9/10 contemplating ER to 1/10 and i can finally fall asleep comfortably. Major win for me, just need to remember it so i can find it again. ",5,og-kush
deadlightbulb,"_Ÿç‹_ŸŒ_ O.G. Kush is like eating the best homemade chocolate chip cookie Grandma could ever dream of baking. Once you try it, other strains will always be compared back to this one. Truly a classic, the cerebral effects are consistent and amazingly beneficial. I consider O.G. Kush to be an anytime strain, as it simply does it all. Once you know what a true O.G. smells like, you will always want it! The smell is a lemony, piney punch to the face with the really sharp notes of wood. I absolutely love all of the phenotypes of O.G. The best one I ever had is called UNCS O.G. I cannot find any information on it but it is fantastic. If you haven't tried this strain yet, you better get on it and see what you've been missing!",4,og-kush
UWhusky13,One of the best... Works good for daytime anxiety,5,og-kush
Stonezmovement,"I am here to give the TRUE AND REAL HISTORY OF OG and am ready to let people know where a lot of these big power strains came from. OG Kush is not an indica or sativa it is an Afghanica it is something entirely different. Since America has been going into Afghanistan for war heavily in the past 15 years we have been seeing a lot of kush strains and people have been curios where they came from. It's our Military! Yup those goof ol boys are bringing home seeds from the crops they raided and coming home to serve up delicious crops from this heavy resin producing new group of cannabis the THE STRAINS IN THE AFGHANICA FAMILY ARE (in order and grouped by scent); All the kushes (minus OG that's in the gas family of Afghanica),now the gases are; OG kush Chem dog, Headband, and Sour Diesel, the next are the sugarey smelling but still very resinous afghan goo, and hash plant. Jorge Cervantes wrote the Grow Bible and explains Afghanicas. It is a real thin CANNABIS GROWS ON EVERY CONTINENT EVERYWHERE THAT'S WHY THEY CALL IT WEED IT ADAPTS TO ITS ENVIRONMENT AND THE THINGS AROUND IT PLEASE SHARE THIS. I'm sure some dead heads helped spread the seeds but it was the men from war bringing what they raided home and that'd a fact thank the Afghan and Iraqi people for producing generations of higher and higher resinous hash and oil producing pot with incredible medical benifits",5,og-kush
agentgreen420,i love ogk it the best great taste smell and everything top fav for flower and shatter:),5,og-kush
bcflow,"I've been trying numerous strains in the last few years to find the select few that I could rely on time and time over for most of my needs and so far, OG Kush is at the top of the list. It has a very nice balance of an indicah mellow high and an energetic sativa, without any of the downsides.  If I had to describe the high in a short sentence it would be: a smooth trip down goodness lane.",5,og-kush
Vomit,"Always relaxing, and nice to smoke before sleeping. I'm sure to keep music and a journal nearby when I smoke.  Takes a while to cash out, and leaves wicked good res.",5,og-kush
skipow7,"The OG is always a great experience, it's the kind of bud that makes watching Science Channel shows about the universe very interesting.  The bud always has a way of bringing out ones creative and curious side for sure.",4,og-kush
immaliveforever,Iâ€™ve smoked this strain for awhile and by awhile I mean probably about 4 or 5 ounces of this specific strain in the past year. I really never get tired of it. This Old head of a strain punches like a grown ass man. I love to use it in blunts to myself when I wake up. It gives me a great head rush with out the overly energizing effects that makes some people paranoid. At the same time it assists with my rheumatoid arthritis with ease which also makes this a great night time strain. Closing my eyes in bed and laying back with Mac Miller in my ears and OG Kush in my lungs makes me feel like everything is good for now you know? I guess thatâ€™s how it is right now at least. Stay up everyone _Ÿ–_,5,og-kush
Liamcian,OG Kush has to be the best balanced high you can get. You can smoke it in the morning to start your day or you can smoke it at night to pass the out! Definitely my new go to for my recreational use! ,5,og-kush
zephtiva,OG Kush is my favorite.  A perfect happy high with no paranoia.  I'm highly sensitive and this is one strain that I can still function on while high as a kite.,5,og-kush
KELLYLU,"OGKUSH is my all time favourite indica strain. Perfect before bed , so i fall asleep easily",5,og-kush
TheGreasyStoner,"BOIS I AM HIGH OFF THIS SHIT RIGHT NOW AND I WISH I COULD GET IT 6 STARS  Potent. Powerful. My kind of high. Feeling very relaxed rn and giggly, I'm having a bud over soon so we can smoke the rest of this shit. Nice feelings of euphoria and relaxation. Feeling no pain in my body. Now I'm too stoned to write the rest of this but know: 10/10, 97/100 9784/10000 this is good shit! ",5,og-kush
BrettKBG,"Real deal OG Kush is the bee's knee's.  There's a very distinct bud structure and distinct lemon/pine earthy terp profile.  OgK always seems to send me into a happy, relaxed, goofy high.  A very social high,  great pain relief and mental stimulation, and in light doses isn't very sedating.  A strain to always keep in the med cabinet. 10/10",5,og-kush
UnoriginalName420,"I smoked this last week with a couple friends and it definitely had that earthy smell and taste. I took maybe 5 bowl hits and a few gravity bong hits and was in a very happy state. However, maybe an hour or so later, I became extremely paranoid, so just be wary if you're a casual smoker, like me, not to get too high.",4,og-kush
devju,this the best in creative weed in the earth :d!,5,og-kush
ChuckieB,Got my hands on some sticky icky OG Kush and it was very strong and left me SLUMPED ,5,og-kush
bayarea,Great Strain. Really psychoactive and fights depression.,5,og-kush
lady_chungus,Perfect for a good mattress melt. Eliminated night terrors and handled my PTSD symptoms beautifully. Anxiety reduction effects lasted well into the next day. ,5,og-kush
breazy.,"I thought weed doesn't make you more creative, then I smoked OGK, absolutely insane &amp; a must try experience, made me realize a lot about myself &amp; my interests &amp; be extremely creative.",5,og-kush
mairmair,OG KUSH we know is an indica for the newbies: makes you suoer fucking tired and sleepy.perfrct for insomnia and menstrual cramps! â™¥ï¸è,5,og-kush
AlAnonMarly,"Definitely in my top 5 as far as strains. As a former opioid addict I needed something strong that could ween me off the medication and this strain did just that. Enhanced focus, pain relief, creativity. ",5,og-kush
jeanybaby,"4/5 Stars  A truly beautiful body high comes on after numbing your senses to let yourself think deeper about something important, the body floats a little differently. It seems like you're floating above your physical form, observing calmly rather than interacting in order to achieve  different understanding of my surroundings. Everything makes total sense from up here, my love.  But not everything is good up her. My eyes are dry and swollen, my mouth dry and tacky. It is the expense we pay for the deeper understanding. My ears are confusing where sounds are coming from, which is giving me a strange feeling in my ear canals.  A good strain if you're prepared, much like going on a picnic at the beach. Be sure to have water handy, along with Visine and some fruity snacks to truly ride out the top of this beautiful and thoughtful strain. A must try for the more responsible smoker.",4,og-kush
jeffnjax79,OG Kush is my jam! I have PTSD and this strain is completely relaxing and euphoric without causing paranoia. My go to strain! All hail OG Kush. ,5,og-kush
ester76,"Using as a Concentrate, currently on Chemo maintenance treatments this OG Kush had a warm flavor. Within a minute I felt relaxed, No pain, just chill. No nausea. Allowed me to enjoy a movie with my daughter and eat whatever I wanted and just live in the moment which ended with a great night's sleep.",5,og-kush
daisystems,"I have indredibly bad PTSD, depression, general anxiety, and ADD. I often get flash backs throughout the day but the times I have had this itâ€™s really suppressed the flashbacks and curved my anxiety. It still exists but itâ€™s like take the volume from forty down to eight, I take this with a pen and only need a single hit for me to suppress my intrusive thoughts for a good three to four hours. I like that even after the high fades I still stay positive for another two hours. Itâ€™s a type of relief I never get to experience otherwise, including on meds. Itâ€™s not something o would use every day but would definitely take if I feel like Iâ€™m prone to panicking or falling into depression pit.",4,og-kush
GMDuke,"Wow! I've enjoyed this strain on occasion, but the most recent batch is just phenomenal. I used a delivery service this time, my renewal date fell on a Sunday, so I thought I'd give them a try to fill the gap. So I can't tell you who the growers were, but the buds and packaging was very professional.   I think this latest batch should be renamed, OMG Kush, because it is just absolutely top notch, in all aspects. The scent is sweet, fragrant, and earthy all at the same time. Smoking it, you get a sweet, candy like flavor, and a smooth draw. Here's the thing, as an experienced consumer, my tolerance level is high, but this strain just really exploded, and gave a great lift. It was back to the old days of feeling like unzipping my skull, so my brain could continue to expand. For my medical condition I usually stick to sativa's, but this works as well for me as a hybrid.",5,og-kush
aliencafe,"Absolutely AMAZING. I have absolutely horrible anxiety, and smoking this helps me so much almost immediately. The only downside is that I can't smoke it before going out, because it gives me the worst dry eyes in the world. I think that's a small price to pay for how fucking gorgeous this high was.",5,og-kush
kastour,"I picked up some OG Kush the other day and decided to try it out tonight. Being a lightweight and this being a new strain to me, I smoked a very small joint (.1g) to myself after a walk to a nearby convenience store (1-2 minutes from home) and then went home. I felt the effects almost immediately - after a minute or so of walking I felt what some may describe as a body buzz (I'm not super experienced so I'm not sure if that's what this was) I felt very light, as if I was walking on a cloud or just floating. It didn't cause me to stumble or anything, and I made it home fine.  I walked in about 5 minutes after finishing my pinner, fiending for the pomegranate that I had prepared before leaving in anticipation of getting the munchies. Unfortunately, my mom asked me to help her with the laundry unexpectedly, so I went straight to the basement and started sorting hangers and folding hot towels from the dryer. Among the metal wire hangers and couple wooden ones was this weird matte-plastic hanger that really tripped me out when I touched it. The feeling of it seemed so unnatural to me that I actually stopped and asked my mom to feel it and tell me if it felt weird (she said it didn't). The towels were fresh from the dryer, so they were pretty hot, and they made my hands/fingers tingle as I was folding them. By the time I'd finished the laundry, it'd been about 20 minutes since I finished smoking. Just as I finished, the thought of a cucumber popped into my head for no reason, and the taste filled my mouth. I could imagine it so vividly that on my way up to my room I grabbed an entire cucumber and brought it upstairs to eat with my pomegranate. I devoured the cucumber, ate the entire bowl of pomegranate, then ate the half bag of chips that was sitting on my computer desk, along with a litre of Pepsi. I then frantically ran around my house desperately looking for more food. It's about time to go grocery shopping, so the house is pretty much dry. I found a stray package of cookies with 5-10 left, killed those, and then gave up on my search.  I spent the rest of my night playing video games (League of Legends), telling a close friend of mine how important she was to me and that she was gorgeous after she asked me how I thought of her looks when I mentioned that another friend told me to try and date her after seeing some of her pictures. I was really affectionate and at the same time really enjoying my League matches, playing with her and a few other friends. That consisted of the next few hours of my night, and I'm here about 5 hours after that joint very satisfied with my high.  I had a short spurt of anxiety (I'm diagnosed with panic disorder, so finding good strains of weed is tricky) but it went away quickly. Other than that, I have no complaints. I recommend this strain, if and only if you have sufficient food because the munchies I got from this weed was ridiculous.",3,og-kush
rileyxmd,man this shit is the cure for cancer,5,og-kush
Joelxb,OG Kush is one of my favorite strains I felt uplifted and not too tired but not too energetic it was very nice I was still able to be sociable and enjoy my high at the same time this strain will always be in my top 10 favorite strains!,5,og-kush
DeamNB,Simple beautifull,5,og-kush
Booboo24,Oh man! Just a great strain. Iâ€™m proud to love ok kush even though people say itâ€™s over rated. Whatever. It smells good. It looks good. It tastes good. It feels good.  This is so far the only strain that makes me feel uplifted and Iâ€™ve tried a good bit. ,5,og-kush
Princeovape,Love this strain. Itâ€™s perfect after a hard day of working. I smoked up and watched the movie Bourne Identity. It was awesome. Hehe. OG also makes ya sleep like a mummy. Love that. ,5,og-kush
Tomtom4141,Og is all I funk with. ,5,og-kush
InTheMorning,"This strain was incredibly sociable and is definitely a true hybrid.Well my body was comfortably relaxed my mind was clear and focused on what was in front of me. The strain is a great calming agent and is perfect for not getting to see David but still maintaining a relaxed state of mind and self. The nugs were incredibly sticky and dense and were tiny, chocolatey, pugnacious , and without a real underlying flavor accept straight dank besides a bit of a kick. This waiver and strain seems ideal for medical situations and itâ€™s a medical uses should be definitely highlighted and looked into it more. Personally I love the strain for recreation. Highly recommend",5,og-kush
utopiste22,"Very good looking, smelly and flavoury strain. Made me feel very comfortable and relaxed. Very focused when playing chess, happy and talkative meanwhile. A perfect hybrid with an incredible earthy smell and flavour. One of my favorites â™¥ï¸èâ™¥ï¸è",5,og-kush
BobbyF5491,"Big OG Kush guy. I find this strain makes me more sociable and witty. You know those days where you're verbally just on point? When you know just how to reply to people? When you're feeling positively aligned with your instincts? OG Kush comfortably and effectively put me right in that mindset. I'd have this in me for when I'm conversing with people.  You have to be real selective with those 5 stars, but I have to at least give OG Kush 4 stars. it's a close 5.",4,og-kush
GLenny420,I enjoy so much this strain im high on it rn,5,og-kush
drmom21,"This is the best strain for keeping the voices in my head effectively silenced and the past where it belongs , in the past.  5 minutes after the 5 sec draw a warm purple veil arrives to blanket your brain in a 2 to 3 hour hug. Plus the sweet citrus flavor of the strain is a delight.",5,og-kush
Indyca500,My dispensary has it listed as Gangster Kush but that's okay. Went to try this dense aromatic bud and dropped my pipe which smashed to the ground and ended up using a Yukon Gold potato. Boil em..mash em...throw em in a stew. Nahh..F that Frodo Baggins..the Potato pipe worked in a pinch. Like slipping in a warm bath filled with orbies. Great smoke and very uplifting.,5,og-kush
Mobelydawg,Smoke dis shit and itâ€™s fun times ahead. ,5,og-kush
NKush97,"I tend to usually get paranoid with strains... but this strain was absolutely amazing. Was very smooth to smoke, and gave a clear head with minimal negative side effects. Definitely a favourite! Couldn't stop smiling, found Netflix to be funnier than it probably was... However did get the major munchies and ate a entire KFC family bucket with only one other person... then right after had the best sleep ever!",5,og-kush
cosmosinsanity,Intense feelings of peace and euphoria . I feel as though Iâ€™m not high but rather transformed into a more superior version of myself and lifted to a higher state of being.   Tranquil,5,og-kush
Lkjr.420,Got the Blue Suede Zkittlez ( T) yesterday was very nice mello yet still able to get things done  Thank you Tommy S for telling me about this stran Love it Lori,5,og-kush
Greenleaf_Compton,"My one star review is not for the original phenotype of this genuine original gangster but for what this once God of a strain has become. O.G. Kush exploded in popularity as it crossed cultural bounds by combing old school Afghanistan Kush with Ocean Grown cali buds but this strain's over-popularity would prove deadly to the once potent strains of O.G. Kush. Demand of and lack of genetic regulation in those pioneer days of marijuana caused an influx of bunk strains. The strain name now exists primarily for strains received nameless (&quot;let's just call it O.G. Kush&quot;). I'm not saying that you won't find a fire strain in one of your local shops, I just want to say it for those who have not found out yet; O.G. Kush means nothing anymore.",1,og-kush
Nuggets1118,28 year old strain. love it. Great genetics!,5,og-kush
TheDutchess420,This is the absolute perfect strain for insomnia! Great mind and body relaxation. Knocked me out and I slept like a baby!,5,og-kush
bibmjb420,My opinion having depression anxiety panic and anxiety attacks add and adhd...This is very calming. can't smoke too much or I get too paranoid it's helped my insomnia I slept a full 8 hours no waking up. my fiance has ensephalitis and I have tumors on my brain that both cause us headaches and we haven't had one. very nice I hope to get more someday,0,og-kush
nightdevil360,It's pre good it got me nice and high and related and I didint get sleepy ,3,og-kush
lorian,This is still one of my favorites. Will recommend everyone to try this oldie but goodie.,5,og-kush
oggass42028,the best gas I believe anything with og is the best bum out here to stone mountain ga and see bout our og gas,0,og-kush
themarijuanaman,"OG kush is most definitely one of my all time favorite strains. it provides a nice, deep, and euphoric high. For me the strain provided a combination of both a body and head high. although, i don't recommend this for first time users or light weights. it could cause you to have a panic attack but don't don't get your balls in a twist, you'll be wanting to do again right after you first try it. it's great for sitting around a fire with you circle of dope smoking friends.",5,og-kush
Crucian1,The name is OG but its certainly a Sativa... no kush here.  Tried for the first time and was better than expected.  Solid sativa effects and a decent pine taste.  Thanks to the budtender at Swell,4,og-kush
Anonymous,super smooth and real powerful punched high. Found myself turning down the second pass. Took it around 5th pass and was impressed that it tasted like the first. Got it from top grade medical in Oregon. Apparently they sent it into Green Leaf Labs to get tested and will post it when we find out this week. Definitely medical grade.,4,og-kush
MiBudlover,"Classic strain that will blow anyone away great flavor, burns slow and sticky enough to stick it to the wall.",5,og-kush
begee22,"One of my favorites trains. Very uplifting and pleasant, really eases my chronic neck and back pain from my fusions I had after a car accident. Great strain to chill with and decompress. Sedating and mellow with a big touch of happy!! ",5,og-kush
Soren.kurth,My roommate and I picked up a half pound of this and were able to finish it in 2 months. Unbelievable. Great mix of all the effects I look for in a bud,5,og-kush
Klo22,Looooooove it! Whatever you wanna use it for. Is awesome! ,5,og-kush
skepticalstoner,"I grew up in FL so likely this was my first impression of cannabis, or so itâ€™s fun to imagine. For this reason I have searched high and low for a chance to try this again. For me, this is cannabis excellence.   Deep wells of peace emanate waves of relaxation outwards. A cross eyed and tingly lift-off fade into epic calm inside and out. This was made for rainy days, windy days, sunny days.... cancel all plans, make a pot of coffee or tea and buckle in. Your afternoon nap will feel like youâ€™ve been asleep since childhood. ",5,og-kush
TokenWizard,"This is my favorite strain of all time. Love the frosty pine smell and the dank sticky buds that leave your fingers coated in resin with even the slightest touch.   The high is euphoric and uplifting. Never too paranoid or lethargic feeling. If you have the chance to try this strain, by all means man, do it!",5,og-kush
FlyingWeed,One of the best strains I've tried.,5,og-kush
karlwireless,Ok Iâ€™ve had my fair share of this. Pax ERA and Flower. I love this strain. This is the first marijuana strain Iâ€™ve ever had that consistently gives me a warm feeling inside. Calm. Relax. And most unique yet euphoric. Iâ€™ve never had a strain make me just feel great all around. Just wow. Get it and keep the line of OG Kush pure!,5,og-kush
SnoopDoug79,"Simply put, it is my favourite strain. You can be functional with it or conversely you can allow it to take you to couch lock central. The high, in my experience has been very balanced and very, very nice.",5,og-kush
Ohio422,Gotta come pay some respects to the OG. One of the best hybrids ever created. Made in America. Smoked everywhere on the planet. Now the whole world knows how OG the USA is thanks to the OG breeders who created this champion.,5,og-kush
Uncultured_Swine,"Good, tasty bud",5,og-kush
teensy55,My absolute favorite. I LOVE the taste of this weed.,5,og-kush
cthenapper,"Amazing smells and tastes, beautiful buds. Definitely try if you have the chance! ",5,og-kush
morgannechris,"Functional, helps me sleep.",5,og-kush
JohnDope14,Copped a 1/2 of this from a stranger... _Ÿ˜‚_Ÿ_£_Ÿ˜‚  And finally got hip to the OG Kush.  A rather long-lasting high that can somewhat intense with anxiety issues but P0TENT... none the less._Ÿ‘ç_Ÿè_  _Ÿ’¨_Ÿç€_Ÿ‘ç_Ÿè_,4,og-kush
SpanishGuitarist,"The term OG is nebulas at best. The roots of hybrids from the past 30 years are amalgamated into &quot;OG&quot;. But that is where it all begins. Having Thai, Columbian, Mexican and Afghani roots is a mix of phenomes, terpenes, and especially effects that can dominate the Indica spectrum with Sativa highlights. But depending on the cultivar, it can be the perfect mix.  Recently in NorCal we have seen &quot;Pure Kush&quot;, and &quot;OG&quot; become perennials. The Chemdawg roots from Landrace Varieties permeates the lineage, but the cultivar can use this a their palette to accomplish new levels of Cannabis.    Because of the years of breeding for stability, these days cloning OG to any strain produces a great result. And why not... The early Sativas were flowereing too long for non-tropic environments, and OG is the magical generic root for a great prodect; it does not need a long flowering time where results are possibly limited.  But the Sativa/Indica ratio can be altered easily. So now what about OG?   In NorCal, it is a cult favorite in its purist form. Simply speaking, This is the recreational favorite for those who love hybrids that are &quot;Old School&quot;. You will feel happy, but not wasted!",4,og-kush
MsPsylocke,I just got to try this strain by concentrate and I'm so happy! About me I have severe chronic pain from a nerve disease and I have major joint issues too. This strain is pure heaven! I actually took 3 puffs when I should of had 2 because I'm writing this the next day. ;) So yes it knocked me out but what was so good is I finally slept through the night. I always wake up from the pain. For me I'll be taking 2 puffs from my pen and my pain in my joints is amazingly controlled. So I'll start doing this every 4-6 hours. And did I mention that it tastes delicious. I love the earthy flavor. Highly recommended.,5,og-kush
Y2Kween,Completely relaxing. Gave me major munchies then put me out to bed. Great strain for insomnia.,5,og-kush
aubreyy_a,"Very strong, earthy taste and hits your throat hard. ",4,og-kush
Transit22,Sleepy and relaxed but functional. A good day time strain for ignoring your responsibilities &amp; binging a show. ,4,og-kush
TheLitch,Now I'm more used to vaporized cannabis because I use it to treat PTSD but I decided to go with this for a little bit of fun on my birthday. This is the cleanest tasting flower I've ever smoked. It was really pleasant and not dirty at all. It comes on quick and has a an incredibly heavy feel. I had to go lay down and sit it off a little because I wasn't used to it. But over all I'd say it's incredibly effective at relaxing the body. Come to think of it I actually had a bit of trouble feeling my body it was so strong.,4,og-kush
Ilandmofo,"The Original Gangster, great body high and relaxing.",5,og-kush
JustBreathe100,"My roommate brought a few grams home of OG Kush oneday, it had such a danks smell so I had to try it! Loaded a bowl before bed, put on a show on Netflix and wow I could feel it relax my body so good. The high is amazing and definitely one of my favorite strains!",5,og-kush
EverWeed,"I loved this strain both flower form and concentrate. The smell is really pleasing, with sweet and subtle smell of pine. The high made me feel really happy, really kicked my medical symptoms, and gave me an overall wonderful body and head buzz. Whats unique about this strain too is that it accommodates the time of the day! Either you need a great wake up call with energy or help falling asleep.I would highly recommend this strain to people who suffer depression, anxiety, chronic pain, who just want to make their day really awesome and happy, and/or just keep tossing and turning in bed at night.",5,og-kush
productivepothead_,"This strain has me and my friend glued to the earth rn. Iâ€™m relaxed. Donâ€™t smoke before class or work bc you will become slumped and not want to go more than you already donâ€™t want to go. Overall, v dense and euphoric. I feel very relaxed rn, like a wave of calmness has washed over me. Enjoy.",5,og-kush
Taurusaur,"Aroma: Notes of green tea, moss. High: Floaty, buy not too floaty. Super            grounded.  Really good smoke, the perfect chill out with your favorite snack weed.",5,og-kush
LithiumCarrot420,a good head high. one of the best ive had in a long time,5,og-kush
BallUpStargirl,This is one of my favourite strains its perfect for everyday and occasional users. This strain literally represents it's name it's the OG Kush. It gives you a great body and cerebral high.,5,og-kush
Responsiblestonermom,Use in moderation. Uplifting giggly euphoria but can quickly become a fridge raid and couch lock if taken too much,4,og-kush
Subpopsomething,"Great uppity high. I used this in concentrate form with my vape pen and it was an awesome high. It kept me very energetic, focused and alert. The taste was slightly piney and the smell was beautiful. I felt calm and coordinated.",5,og-kush
Nihtgenga86,"A fantastic strain! Both the head and body high are fairly pronounced and provide a tingly, focused euphoria. This is my go-to strain for treatment of gastrointestinal issues. It soothes the old belly, removes cramps and makes you feel like everything is going to be A-OK!",5,og-kush
Onlyhere4meems,Real chill,5,og-kush
Stoner27890,Just Great Good Inhale an out hale I would recommend this to anyone who likes to be elevated an medicated.âœŒ,5,og-kush
dnbsoldier,holy effing crap... stoney,5,og-kush
Rhanex,"OG Kush is one of the most well-known and popular (highly potent) hybrid strains on the market. But, surprisingly, its lineage has been a closely guarded secret (or, rather, given its origins, no one can say conclusively). Nonetheless, many people (â€œin the knowâ€ù) believe OG Kush is a cross between the hybrid Chemdawg and legendary pure-Indica landrace strain, Hindu Kush. Because â€œallegedlyâ€ù (it could be stoner legend), OG Kush originally came from bag seed at a Grateful Dead show (back in the early 1990s), its lineage remains unconfirmed.  OG Kush produces consistent effects: a well-balanced head and body high, complemented by with intense euphoria and cerebral sensations. OG Kush passionistas claim a few puffs will leave you in a mellow, trance-like state. And, often couch-locked (which could be a good or bad thing, depending on what your preferences are.",3,og-kush
ChrisOtto420,"Iâ€™d be downgrading this strain if I gave it any less than 5 stars. My first experience smoking OG kush was by far the best high Iâ€™ve had to this day. As soon as I sparked the joint I felt just this buzz all throughout my body, and by the time I finished, the world around me was more beautiful than it had ever looked before, almost as if I was standing in a peaceful cartoon town. As the high peaked (I was walking during the whole experience) with every step, my body felt lighter and lighter and my spine had a strange tingling sensation that ran throughout my whole legs, and the more I walked the more I felt as if I would just lift off the the ground and float away. As the day went on the amazing feeling from this OG kush stayed with me for surprisingly a significant amount longer than any other weed Iâ€™ve had, and even after it did wear off my legs felt extremely light for hours after. OG kush to this day is the best strain of weed I have ever tried, and would highly recommend it to any stoner reading these reviews. _Ÿ_Ÿ",5,og-kush
dalibby,very strong   strain....but got a little panic! not for beginners ,5,og-kush
PearlJam92,Really good for getting high and listening to Pearl Jam.,5,og-kush
ib9ahhhh,Not good for my pain but good for getting rip-snortingly high. I use for chronic pain due to IC and for some reason this strain triggers a flare for me. Has a good flavor but comes with a wave of uncontrollable munchies.,2,og-kush
Kitty.Got.Claws.,"This is my go-to daytime medicine. It kills pain, but not your brain. Just right for my issues!",5,og-kush
420dethlord,Famous strain for a reason; a balanced hybrid high with legendary potency. Great for nausea and appetite loss.,4,og-kush
TBrissett,"Great strain, gives you a proper high without having to use alot",5,og-kush
Hopsmtl,"Very good drain, does what ils meant for",5,og-kush
SusanMurin18,"Very nice hybrid. Usually steer clear of earthy strains, but this one is mild and lemony as well. Good for pain and relaxation.",5,og-kush
Slytherizzy,This is an awesome strain! When i smoke it my anxiety completely disappears!,5,og-kush
Viirology0420,Absolutely love this strain. Helps with eating and socializing. Love the head high and body high,5,og-kush
MzzAlleycat420,This IS that feel good shit!,5,og-kush
TheRealJamesDeen,Strong smell and major relaxation ,4,og-kush
HerbalMonster,Classic,5,og-kush
theCanadianOx,There's a reason this strain has been around for so long. Very relaxing and potent.,5,og-kush
ChillWizard,"One of my deserted island strains for sure. It hits me pretty strong and fast without any wondering if I need another hit or not. Relaxing and uplifting with a generally hypnotic stone in both my mind and body. Buried alive. I have some difficulty talking which is good because I talk too much anyway. I'd rather stagger into the silent stone zone anyway, but you can still navigate life if you need to, but it tends to shorten my social interaction if talking to regular people who aren't high, because I am still aware of how freakin' baked I must appear. This is a good thing for me.  Also, after smoking this for a few weeks straight I never built up any tolerance to it, so the same amount got me just as high, time after time, day after day. That's pretty rad. ",5,og-kush
